0.000 ,0.612 ,0.281 ,0.588 ,0.590 ,0.586 ,0.599 ,0.599 ,0.617
0.039 ,0.679 ,0.641 ,0.629 ,0.626 ,0.662 ,0.555 ,0.627 ,0.970
0.000 ,0.733 ,0.682 ,0.725 ,0.726 ,0.736 ,0.687 ,0.730 ,0.825
0.086 ,0.612 ,0.543 ,0.584 ,0.586 ,0.600 ,0.585 ,0.589 ,0.997
